95241,京东生鲜
95242,佳沛（zespri）
95243,洛川苹果（luochuanapple）
95244,京觅
95245,悠乐果（yolego）
95246,都乐（Dole）
95247,爱奇果（IQIGUO.NET）
95248,帆儿庄园
95249,康乐欣
95250,沃盼（WOPAN）
95251,美果汇
95252,甄新鲜
95253,玖原农珍
95254,佳农（Goodfarmer）
95255,原味邦（ywb）
95256,实果纪
95257,杨大爷
95258,益优果（yiyouguo）
95259,博多客
95260,果然鲜（guoranxian）
95261,天天果园（Fruitday）
95262,鲜菓篮（XIANGUOLAN）
95263,香宜惠（XIANGYIHUI）
95264,壹农壹果
95265,果园汇（Orchard remit）
95266,西域香妃
95267,缤咕
95268,鲜盟
95269,新奇士（Sunkist）
95270,佰纷汁佰
95271,青见
95272,佳利麦
95273,藩鲜（panxian）
95274,华圣
95275,鲜蜂队
95276,展卉
95277,一果人生
95278,佳沃（joyvio）
95279,百宝源（baibaoyuan）
95280,静益乐源
95281,绿养道
95282,鲜果小镇
95283,吉果多
95284,品赞
95285,逗鲜
95287,爽果乐
95288,美绿之约（MEILVZHIYUE）
95289,夔源
95290,源枝园味（YUANZHIYUANWEI）
95291,Happygo
95292,首粮
95293,优仙果
95294,洛凌
95295,常枫
95296,岂鲜
95297,梅珍
95298,联承
95299,苏洪鲜食（SUHO WHOLE FOODS）
95300,果来果趣
95301,美仑达（Melonend）
95302,寻天果蔬
95303,汇果洲
95304,清谷田园（edenview）
95305,生活＆好管家（Chamberlain）
95306,多吉祥农场
95307,其它
95308,庆阳苹果（QINGYANG APPLE）
95309,聚牛果园
95310,九家原（jiujiayuan）
95311,聚果臻品
95312,陶妹妹
95313,舒扬
95314,OXFORD
95315,南山寿果（nanshanshouguo）
95316,恒润优品
95317,旬邑红（RED XUNYI）
95318,鲜宴
95319,半亩庄园
95320,农家新语（NONGJIAXINYU）
95321,农佳优选
95322,绿净农场
95323,优木良品
95324,沾化冬枣（ZHANHUA DONGZAO）
95325,桃李村
95326,六只袋鼠（SIXKANGAROO）
95327,锡果匠
95328,星云湖
95329,乐润（Lerun）
